transaction_id,timestamp,from_entity_id,to_entity_id,cylinder_count,transaction_type,previous_hash,current_hash,block_index
TX000114,2026-03-07 18:56:37,DIST004,DIST024,58,Receive,1fa460556060ceb3715c44332304af3aff61749c4fdb2c04333616dde82ef492,fb9d3482910ddaf766f73f6375a215f4b4bae98170fb80992eb968a476f1d422,114
TX000115,2025-12-04 11:11:37,DIST009,DIST001,23,Receive,fb9d3482910ddaf766f73f6375a215f4b4bae98170fb80992eb968a476f1d422,053baf679f66be8f84fcb0ac1d54bf7544ef7266cd736dfe8854acd44f47c7f2,115
TX000116,2026-01-04 15:41:37,COMP003,DIST003,10,Dispatch,053baf679f66be8f84fcb0ac1d54bf7544ef7266cd736dfe8854acd44f47c7f2,6d769339eca8b4a960c49f0517bb3b2c6cef865c3431c35b011e460ce7c06fec,116
TX000117,2026-01-09 21:11:37,DIST014,DIST017,18,Receive,6d769339eca8b4a960c49f0517bb3b2c6cef865c3431c35b011e460ce7c06fec,b7bfa71da5b17d5f549dd8989010f3ed9f1c32dc0450d04a9827dc39e6db7a6d,117
TX000118,2025-12-28 15:41:37,DIST002,DIST021,19,Receive,b7bfa71da5b17d5f549dd8989010f3ed9f1c32dc0450d04a9827dc39e6db7a6d,c72812b7a316b84dbcad40c3dbb0f319df4182989feed148165b1305b916151d,118
TX000119,2026-01-24 13:11:37,COMP001,DIST020,34,Dispatch,c72812b7a316b84dbcad40c3dbb0f319df4182989feed148165b1305b916151d,ee8321682c17d5ff3dde125483937fb1a725b2cecf39a0d943ef3a02846fae3f,119
TX000120,2025-10-21 18:56:37,DIST022,DIST002,15,Receive,ee8321682c17d5ff3dde125483937fb1a725b2cecf39a0d943ef3a02846fae3f,193453bb923561f7383537377703860865f482613401cea51010aebd0dc59e79,120
TX000121,2026-01-26 18:56:37,COMP001,DIST019,35,Dispatch,193453bb923561f7383537377703860865f482613401cea51010aebd0dc59e79,573e5440a7741db4bdaafc211fcffa0adeca93c6e3524952224d103d67708806,121
TX000122,2025-10-07 15:11:37,COMP001,DIST020,26,Dispatch,573e5440a7741db4bdaafc211fcffa0adeca93c6e3524952224d103d67708806,96a96743510c0c1732ca6dea064e1219b524e981dcf130e722fa07b40b5f9aa3,122
TX000123,2026-01-26 14:41:37,COMP003,DIST023,11,Dispatch,96a96743510c0c1732ca6dea064e1219b524e981dcf130e722fa07b40b5f9aa3,567577984273b6a9fc89c2b6572bac683c2f941f6dc293ebcd587b9a6900630a,123
TX000124,2026-01-21 12:26:37,DIST012,CUST00327,47,Delivery,567577984273b6a9fc89c2b6572bac683c2f941f6dc293ebcd587b9a6900630a,0974e95f3476dd0be780efce216dd70e8e82dad4e57d27c6a15bee1d1264448e,124
TX000125,2025-10-07 12:11:37,COMP001,DIST017,48,Dispatch,0974e95f3476dd0be780efce216dd70e8e82dad4e57d27c6a15bee1d1264448e,c40f9b9560aafb5edeaeaa01d1925fe804fae389a0457805e237233e83506d35,125
TX000126,2026-02-20 16:56:37,DIST023,DIST008,11,Receive,c40f9b9560aafb5edeaeaa01d1925fe804fae389a0457805e237233e83506d35,f18f78221e8aa5ca62e1572438c74a4551cc25f24872a89ee3ba49e2d0a09935,126
TX000127,2026-04-01 11:11:37,COMP002,DIST005,28,Dispatch,f18f78221e8aa5ca62e1572438c74a4551cc25f24872a89ee3ba49e2d0a09935,3aa7bfeb597b939af338c5f16dba8dde092dadab4adc7f07a214a9193e5113b0,127
TX000128,2026-03-16 19:56:37,DIST006,DIST009,39,Receive,3aa7bfeb597b939af338c5f16dba8dde092dadab4adc7f07a214a9193e5113b0,50fdf57839c5edb9295345f613f483c4fa6aa31f9e6f4a1233a6782c8cb57139,128
TX000129,2026-04-04 14:41:37,DIST016,DIST019,31,Receive,50fdf57839c5edb9295345f613f483c4fa6aa31f9e6f4a1233a6782c8cb57139,033692783261b0778be74c6256fcdbcd5209067982e954aa1f6fc475b7577c5d,129
TX000130,2025-10-12 17:41:37,COMP001,DIST019,34,Dispatch,033692783261b0778be74c6256fcdbcd5209067982e954aa1f6fc475b7577c5d,fb969e3343fde6b2f4650ec6ebfd37b5589c448ed15781a0ff717da083fbc9e5,130
TX000131,2026-03-11 20:26:37,DIST025,DIST005,52,Receive,fb969e3343fde6b2f4650ec6ebfd37b5589c448ed15781a0ff717da083fbc9e5,4a75f94ec20a0d8132b4d1f8dcea77f82217122b04f25ce182d2812a2add0ec3,131
TX000132,2026-01-05 13:26:37,DIST015,CUST00252,43,Delivery,4a75f94ec20a0d8132b4d1f8dcea77f82217122b04f25ce182d2812a2add0ec3,f0d92d5bdef5fd01392963f343533feffee139cadec9d6fd3e5d0ea366f8107e,132
TX000133,2026-04-01 16:26:37,DIST012,DIST015,46,Receive,f0d92d5bdef5fd01392963f343533feffee139cadec9d6fd3e5d0ea366f8107e,5990ef5fc038ff39d2608182986d50baf3d751daa7df0bbd264d0ca275ea5a5e,133
TX000134,2025-10-17 12:11:37,DIST017,DIST025,8,Receive,5990ef5fc038ff39d2608182986d50baf3d751daa7df0bbd264d0ca275ea5a5e,6f43a672e482f7c87768b44adec292cae443467d7838941dfb3d94ea0c35b729,134
TX000135,2025-10-23 21:41:37,COMP003,DIST024,27,Dispatch,6f43a672e482f7c87768b44adec292cae443467d7838941dfb3d94ea0c35b729,de602ad24b76efc46c8b886627764eb20ce6841547bb17a78f40f2084689c3e0,135
TX000136,2026-01-03 14:56:37,DIST022,CUST00073,16,Delivery,de602ad24b76efc46c8b886627764eb20ce6841547bb17a78f40f2084689c3e0,0340903d4ae19adc74d1b0a6c30487701a01261c1253d4b7646cfc4325685eaa,136
TX000137,2026-01-02 18:56:37,DIST023,DIST014,13,Receive,0340903d4ae19adc74d1b0a6c30487701a01261c1253d4b7646cfc4325685eaa,698eb726f01936e34d5ae5073ac7c80d98dc8a4306a71ff2a7352a6da2e5ff7f,137
TX000138,2026-03-08 17:11:37,DIST013,CUST00328,57,Delivery,698eb726f01936e34d5ae5073ac7c80d98dc8a4306a71ff2a7352a6da2e5ff7f,1303a55a27a49bdc7d5dad81a6f136ce37b9a3f9058adb1f403437f8dfc220e7,138
TX000139,2026-01-05 16:11:37,DIST009,DIST022,38,Receive,1303a55a27a49bdc7d5dad81a6f136ce37b9a3f9058adb1f403437f8dfc220e7,850f87068839899440f8aaa498d80b710bc054c5da52de01e861c61db8f272de,139
TX000140,2026-02-15 21:26:37,DIST009,DIST010,54,Receive,850f87068839899440f8aaa498d80b710bc054c5da52de01e861c61db8f272de,ec59a7a4c8de34e91b403244abdb1a494c9f2ef9b2e772f73dd31a43cb5d7ecb,140
TX000141,2025-12-09 12:26:37,DIST014,CUST00408,19,Delivery,ec59a7a4c8de34e91b403244abdb1a494c9f2ef9b2e772f73dd31a43cb5d7ecb,2d5275ac3a2719e97276b9a903fdcf8477f08fbbdc80bf94015b35a83445ff07,141
TX000142,2025-10-11 19:11:37,COMP001,DIST016,44,Dispatch,2d5275ac3a2719e97276b9a903fdcf8477f08fbbdc80bf94015b35a83445ff07,09338c9508691fc94d8867d29f1f84c059751159ca5d060ef8408819a3939047,142
TX000143,2025-11-13 11:41:37,COMP002,DIST020,20,Dispatch,09338c9508691fc94d8867d29f1f84c059751159ca5d060ef8408819a3939047,d5265044824576bfa52bd41a4978d38ecf93aa8c4b1cc19f7da555988da2be2b,143
TX000144,2026-04-01 14:56:37,DIST003,DIST010,14,Receive,d5265044824576bfa52bd41a4978d38ecf93aa8c4b1cc19f7da555988da2be2b,170f820f240e52dcda3eb3cc1a31d56a1456de7254bb4b94ade51a0906630a22,144
TX000145,2026-03-22 14:26:37,COMP003,DIST004,1,Dispatch,170f820f240e52dcda3eb3cc1a31d56a1456de7254bb4b94ade51a0906630a22,1cfb6ed173421f7f8715717832b53dea176b624ad6704608fa38a553e58b8f58,145
TX000146,2026-03-23 17:41:37,DIST022,DIST001,23,Receive,1cfb6ed173421f7f8715717832b53dea176b624ad6704608fa38a553e58b8f58,5ea9825899620dd19f3c510126ecaa529b379992aa64249201c792315fa264c0,146
TX000147,2025-11-12 19:56:37,DIST017,CUST00341,46,Delivery,5ea9825899620dd19f3c510126ecaa529b379992aa64249201c792315fa264c0,083c66224760f9edd8ed1def3f3f6f93e44a3d0258cac97e10de5a0ffd01720b,147
TX000148,2025-12-15 12:56:37,COMP003,DIST007,19,Dispatch,083c66224760f9edd8ed1def3f3f6f93e44a3d0258cac97e10de5a0ffd01720b,d6b5699fbdf2800c270872a63873aac90e72c3ea301026798e69eb876d1fef3e,148
TX000149,2026-01-31 11:11:37,COMP002,DIST012,28,Dispatch,d6b5699fbdf2800c270872a63873aac90e72c3ea301026798e69eb876d1fef3e,50c2f62c7f05f2fe0fab315e8afe9ef2ad36409ed33293125d60dab5133e5b59,149
TX000150,2026-01-17 12:26:37,DIST004,DIST009,12,Receive,50c2f62c7f05f2fe0fab315e8afe9ef2ad36409ed33293125d60dab5133e5b59,780b8a8ed67f657e86d6743e7b8e7968bb06c60eb2f70e7f8011c505399a3a5c,150
TX000151,2025-11-07 19:41:37,DIST022,DIST011,17,Receive,780b8a8ed67f657e86d6743e7b8e7968bb06c60eb2f70e7f8011c505399a3a5c,35767aabd917a8c396f777b79f6f0de73f668367408f2bc79f239e3b3acc056b,151
TX000152,2026-01-17 17:56:37,COMP003,DIST007,20,Dispatch,35767aabd917a8c396f777b79f6f0de73f668367408f2bc79f239e3b3acc056b,4cca23fb5549291dcfdbdccf673ee2795ad92e1c0e8ac0a8f2419ce98bbff80f,152
TX000153,2025-11-16 19:11:37,DIST021,DIST015,51,Receive,4cca23fb5549291dcfdbdccf673ee2795ad92e1c0e8ac0a8f2419ce98bbff80f,e73e04740a8643c6a3150be4e18192b9fc10927a7f9e2306a6c31311de6a7e54,153
TX000154,2026-02-28 13:11:37,DIST014,CUST00050,45,Delivery,e73e04740a8643c6a3150be4e18192b9fc10927a7f9e2306a6c31311de6a7e54,a4b2d1d260f792c484eeba03b77c402fe37b9f723e3db4fcb90b7b27e20c7047,154
TX000155,2026-01-03 14:26:37,DIST022,DIST023,28,Receive,a4b2d1d260f792c484eeba03b77c402fe37b9f723e3db4fcb90b7b27e20c7047,252b8553c694ffee76ec2fbebb98772613e1bb32755526119e72536d792f5ad8,155
TX000156,2026-03-28 13:56:37,DIST014,DIST015,50,Receive,252b8553c694ffee76ec2fbebb98772613e1bb32755526119e72536d792f5ad8,a94527b3993bcf17c43643ed812d76a5344a85abcf4d123d4e9952fead6467e5,156
TX000157,2025-10-29 17:41:37,DIST025,DIST005,38,Receive,a94527b3993bcf17c43643ed812d76a5344a85abcf4d123d4e9952fead6467e5,1735752a3a0a0f6cef5ff85b2b563f813eea4233ee067b7f7403dac7c02c88a4,157
TX000158,2025-11-16 12:26:37,DIST005,DIST020,4,Receive,1735752a3a0a0f6cef5ff85b2b563f813eea4233ee067b7f7403dac7c02c88a4,f0b1b8866be6cafa96c12fb7fc68fbc8a0af6daac4cfcc09a924b148deb4f939,158
TX000159,2025-12-22 11:56:37,DIST013,CUST00065,30,Delivery,f0b1b8866be6cafa96c12fb7fc68fbc8a0af6daac4cfcc09a924b148deb4f939,69d3c31032c80bf9de2f266b17c9a6a42d48ae13f956f32e29f31e2b2e5cfbb9,159
TX000160,2026-03-22 20:56:37,DIST017,CUST00236,18,Delivery,69d3c31032c80bf9de2f266b17c9a6a42d48ae13f956f32e29f31e2b2e5cfbb9,1b3004a7e3b87fa9608e705f90e69282bcb0dbb09da50e8d7a03186f9059b2f5,160
TX000161,2026-01-09 12:56:37,DIST021,CUST00055,53,Delivery,1b3004a7e3b87fa9608e705f90e69282bcb0dbb09da50e8d7a03186f9059b2f5,6ca90f62f9a5139edc3e671388b117102c86b9c5eb767c27cf214721dd73c20b,161
TX000162,2026-01-10 21:56:37,COMP002,DIST023,48,Dispatch,6ca90f62f9a5139edc3e671388b117102c86b9c5eb767c27cf214721dd73c20b,dfaa7cba6024e4ceee0f767e689dc52e41b8bfda8613acb2efeda78d9f090fb1,162
TX000163,2026-03-22 18:41:37,DIST017,DIST024,36,Receive,dfaa7cba6024e4ceee0f767e689dc52e41b8bfda8613acb2efeda78d9f090fb1,a3c48658d567f593e9093f81add2ba86dce3e36d5d6e5233f5eb8ebaf3498627,163
TX000164,2026-02-06 11:41:37,DIST016,CUST00070,20,Delivery,a3c48658d567f593e9093f81add2ba86dce3e36d5d6e5233f5eb8ebaf3498627,18f6db8abaf162bb93dd7b77c6403589b75d91fec160cbeae08fca3bafb99b4f,164
TX000165,2026-04-03 14:41:37,DIST024,CUST00480,8,Delivery,18f6db8abaf162bb93dd7b77c6403589b75d91fec160cbeae08fca3bafb99b4f,c7b0b21a0e07a8543940947e95b7e66dcb18231cde4e1984826ec668592be01d,165
TX000166,2026-03-05 13:56:37,COMP001,DIST020,16,Dispatch,c7b0b21a0e07a8543940947e95b7e66dcb18231cde4e1984826ec668592be01d,bf11ed52113e16e159e5c3449144e4b41c2e440810ea36adceb2e86bc9539140,166
TX000167,2025-11-26 14:11:37,COMP002,DIST001,4,Dispatch,bf11ed52113e16e159e5c3449144e4b41c2e440810ea36adceb2e86bc9539140,7298af41fe811a630ccde51a9f3d8a34e55314b67ce4620712e0897cdac1826b,167
TX000168,2025-12-02 19:41:37,DIST010,CUST00208,54,Delivery,7298af41fe811a630ccde51a9f3d8a34e55314b67ce4620712e0897cdac1826b,7c0664fe53159c796d1f9343ede8afaad2fe269835eeeb05fd2011c01330cecd,168
TX000169,2025-10-30 11:11:37,DIST009,CUST00421,55,Delivery,7c0664fe53159c796d1f9343ede8afaad2fe269835eeeb05fd2011c01330cecd,a20fc2c5760706b970b325e37e9cfc20be9e4d7ac4d8c040765bdbc6326c906e,169
TX000170,2026-02-26 11:56:37,DIST004,CUST00222,12,Delivery,a20fc2c5760706b970b325e37e9cfc20be9e4d7ac4d8c040765bdbc6326c906e,e89db8d57f3c62946c297e5a829b85e83df9a18a0ae7389ebabc2f87e7a4dc49,170
TX000171,2026-02-02 19:41:37,COMP003,DIST022,31,Dispatch,e89db8d57f3c62946c297e5a829b85e83df9a18a0ae7389ebabc2f87e7a4dc49,fabbf38495f4935c2eda2c6cf8d60cd7bd1f72ff1affe10c1832022c7580e040,171
TX000172,2026-03-10 12:11:37,DIST010,DIST022,24,Receive,fabbf38495f4935c2eda2c6cf8d60cd7bd1f72ff1affe10c1832022c7580e040,b6d8cf71d1e5e012dc073757cbd7d7edd00ced6a7f5f10916083611c1d31971f,172
TX000173,2025-10-08 20:11:37,DIST013,CUST00198,27,Delivery,b6d8cf71d1e5e012dc073757cbd7d7edd00ced6a7f5f10916083611c1d31971f,1315bce409cc24210f03139fdd37c876c9e3b68a78d30bf313f6c11459269a96,173
TX000174,2026-01-22 14:56:37,DIST005,CUST00015,37,Delivery,1315bce409cc24210f03139fdd37c876c9e3b68a78d30bf313f6c11459269a96,a840f25adf0620322883df86eb1803c12d6d1016f8bfca2f6deb3eddf4e00ea5,174
TX000175,2026-03-27 11:11:37,DIST019,DIST010,3,Receive,a840f25adf0620322883df86eb1803c12d6d1016f8bfca2f6deb3eddf4e00ea5,8bae887e2511c5d492c6cd045ead4e4fe894461c1aec6943912311b30b5aedae,175
TX000176,2026-02-28 14:11:37,DIST012,CUST00493,18,Delivery,8bae887e2511c5d492c6cd045ead4e4fe894461c1aec6943912311b30b5aedae,0f5dc75c82ac5417fedc2363131b6b4f6f040ef22d7b75d181098ba444b27281,176
TX000177,2025-11-27 13:41:37,COMP001,DIST012,23,Dispatch,0f5dc75c82ac5417fedc2363131b6b4f6f040ef22d7b75d181098ba444b27281,683a8546db855daeaca340c6cc46b8073d0b095e9f107206690b946378a7f06c,177
TX000178,2025-11-24 20:41:37,DIST017,CUST00200,42,Delivery,683a8546db855daeaca340c6cc46b8073d0b095e9f107206690b946378a7f06c,a883d6452c175eebbf8fa27ae5c517313f8a0e274fd7e32eb4fc96f81d5b016f,178
TX000179,2025-11-11 16:11:37,COMP003,DIST024,46,Dispatch,a883d6452c175eebbf8fa27ae5c517313f8a0e274fd7e32eb4fc96f81d5b016f,c9d6d2e13def829e5175284c2483f53d03e81e9e967252da86168b82e8b27055,179
TX000180,2025-10-18 17:11:37,DIST005,CUST00143,5,Delivery,c9d6d2e13def829e5175284c2483f53d03e81e9e967252da86168b82e8b27055,5e1f23e8dd3212fe2d0a45853381f693be481795cb3715c5e752e17bbd69081d,180
TX000181,2025-12-29 14:41:37,DIST021,CUST00248,37,Delivery,5e1f23e8dd3212fe2d0a45853381f693be481795cb3715c5e752e17bbd69081d,e0d0fd6eed95de0c979c9f322d29e17e797bc7f63d5092f229a6e02c213acbdd,181
TX000182,2025-10-18 13:26:37,DIST017,CUST00398,9,Delivery,e0d0fd6eed95de0c979c9f322d29e17e797bc7f63d5092f229a6e02c213acbdd,93db6ecdde0136f223dda348acbf02e1fc4a4668dfe419a0936526f4ca2dd8fb,182
TX000183,2025-11-07 16:11:37,DIST019,CUST00490,5,Delivery,93db6ecdde0136f223dda348acbf02e1fc4a4668dfe419a0936526f4ca2dd8fb,55ef11ed73c4d286117d105f5a40413a2fb9861080007de0261f2455cde53eda,183
TX000184,2026-02-04 20:56:37,COMP003,DIST006,32,Dispatch,55ef11ed73c4d286117d105f5a40413a2fb9861080007de0261f2455cde53eda,8bf80be5908202c65f897b1f80ec7e6b3b25d55bf0ff49d1e638a280cd9c3163,184
TX000185,2026-02-04 18:56:37,DIST016,CUST00166,58,Delivery,8bf80be5908202c65f897b1f80ec7e6b3b25d55bf0ff49d1e638a280cd9c3163,ca99e76fc79364001ed35766b81559e6a10437c5545b6265366a9e9f30f8b12c,185
TX000186,2025-12-27 15:56:37,DIST024,CUST00457,4,Delivery,ca99e76fc79364001ed35766b81559e6a10437c5545b6265366a9e9f30f8b12c,1f9101a56723d9c831252c949e14bf00b80a5f80485a4daa9b3d91071b9a7c7b,186
TX000187,2026-03-17 14:26:37,DIST004,CUST00020,39,Delivery,1f9101a56723d9c831252c949e14bf00b80a5f80485a4daa9b3d91071b9a7c7b,d430026713e3f3a48551592394925ac1d9f2b45fb46d99ba4136f1080ed03b41,187
TX000188,2026-02-19 16:56:37,DIST001,CUST00473,45,Delivery,d430026713e3f3a48551592394925ac1d9f2b45fb46d99ba4136f1080ed03b41,2b492796d5e5883771cb26ceac9bdee05e7f4a54ecde3f34c32a6d7afee6b87a,188
TX000189,2025-11-09 13:41:37,DIST005,DIST021,13,Receive,2b492796d5e5883771cb26ceac9bdee05e7f4a54ecde3f34c32a6d7afee6b87a,dae0532d770a08d84f08e81bbb6e7f35c3c00917f38b26378bd537703e091632,189
TX000190,2026-01-21 18:41:37,COMP002,DIST022,48,Dispatch,dae0532d770a08d84f08e81bbb6e7f35c3c00917f38b26378bd537703e091632,97d7af13ceb86ff92513b3583711edb107df71f652060f1fb8017b5da9286faa,190
TX000191,2026-03-13 12:56:37,COMP003,DIST007,41,Dispatch,97d7af13ceb86ff92513b3583711edb107df71f652060f1fb8017b5da9286faa,e554128e0f648e69194f4daa351c382ee849037e5ce294fa5224c060fb516151,191
TX000192,2026-03-27 19:56:37,CUST00050,DIST007,24,Return,e554128e0f648e69194f4daa351c382ee849037e5ce294fa5224c060fb516151,c1e68b6d407b6e0a17697711d5e9eac7e5afc54eba4bc5f09a8c13ac7c9cdc45,192
TX000193,2026-03-17 16:41:37,DIST019,CUST00280,44,Delivery,c1e68b6d407b6e0a17697711d5e9eac7e5afc54eba4bc5f09a8c13ac7c9cdc45,166a41f974d954d480992975582484eb35b3837684bbc87246e21f06dbaf9689,193
TX000194,2025-11-20 14:41:37,DIST024,CUST00329,54,Delivery,166a41f974d954d480992975582484eb35b3837684bbc87246e21f06dbaf9689,5e3a32ec7abc1a3a4d9bf3fe104eae25b4d118feeb5bc18754009bb5260f0d31,194
TX000195,2026-01-04 16:41:37,COMP002,DIST017,52,Dispatch,5e3a32ec7abc1a3a4d9bf3fe104eae25b4d118feeb5bc18754009bb5260f0d31,80a3b2d93f31167b0cdac83ec3fc50821199f94d781709bfeda234f7dcc1102f,195
TX000196,2025-12-29 20:56:37,COMP002,DIST021,9,Dispatch,80a3b2d93f31167b0cdac83ec3fc50821199f94d781709bfeda234f7dcc1102f,2d1c091ae9a0230e1df48ba9fdd34f61b1322483efde7396eb13d810bee56b7c,196
TX000197,2026-03-05 14:41:37,DIST010,CUST00052,4,Delivery,2d1c091ae9a0230e1df48ba9fdd34f61b1322483efde7396eb13d810bee56b7c,0801da9115d8c7133b8467b295f1b830af21f53b80c6716bf529b08b28928b50,197
TX000198,2026-02-06 17:26:37,DIST011,CUST00012,25,Delivery,0801da9115d8c7133b8467b295f1b830af21f53b80c6716bf529b08b28928b50,9b4700ddb9a906948a78b7dfe2c6df67917ec23f6bd550e1e456e07b2522cc34,198
TX000199,2026-02-23 17:56:37,DIST003,CUST00447,35,Delivery,9b4700ddb9a906948a78b7dfe2c6df67917ec23f6bd550e1e456e07b2522cc34,e0e530e135866345d8e2fa5d6ee8a62ece3d503b2cf24f29fe2f8fd96f813ed5,199
TX000200,2025-11-27 17:11:37,DIST017,DIST020,40,Receive,e0e530e135866345d8e2fa5d6ee8a62ece3d503b2cf24f29fe2f8fd96f813ed5,aaa644e3703ae52afa43bacf7f0f9070763623f88c5bec02631d7e7a7d4753ad,200
TX000201,2025-11-06 14:26:37,COMP003,DIST004,42,Dispatch,aaa644e3703ae52afa43bacf7f0f9070763623f88c5bec02631d7e7a7d4753ad,ed14a77ebdc966257eef1bc57f962d4af9e90a94103e1ab4dcfe4b4672d38100,201
TX000202,2026-01-28 18:26:37,COMP002,DIST014,57,Dispatch,ed14a77ebdc966257eef1bc57f962d4af9e90a94103e1ab4dcfe4b4672d38100,e079b8714da3425a31f89b3292a2a7ae9223ae5a42a5127ea7f2a6fcb7757c04,202
TX000203,2025-11-15 16:56:37,DIST005,CUST00105,16,Delivery,e079b8714da3425a31f89b3292a2a7ae9223ae5a42a5127ea7f2a6fcb7757c04,4ddb48b3f375d4faa9246669a51183de6553fe266b041e165a7412255c2d005d,203
TX000204,2025-10-07 21:26:37,DIST019,DIST020,5,Receive,4ddb48b3f375d4faa9246669a51183de6553fe266b041e165a7412255c2d005d,972d7a062d51ca7b1a10539769a57c8155990dd7572f1f2028945a22cf9a9807,204
TX000205,2025-10-30 20:11:37,DIST020,CUST00379,9,Delivery,972d7a062d51ca7b1a10539769a57c8155990dd7572f1f2028945a22cf9a9807,038fcaefc529436365cc43bdcf5602529c1a33baa2001c71544ae851b15b3a62,205
TX000206,2026-03-26 14:41:37,COMP001,DIST004,42,Dispatch,038fcaefc529436365cc43bdcf5602529c1a33baa2001c71544ae851b15b3a62,6d1233545096eec1d95fc390a7a78b50c10fe4d083e8fca4d931e8c24cfcc4ab,206
TX000207,2026-02-05 21:56:37,DIST016,DIST010,2,Receive,6d1233545096eec1d95fc390a7a78b50c10fe4d083e8fca4d931e8c24cfcc4ab,0a587c4a6271bdec23ae81b7bbbca09511a20885d5c1571def6e739d9cfcac24,207
TX000208,2025-10-31 15:56:37,DIST007,CUST00274,36,Delivery,0a587c4a6271bdec23ae81b7bbbca09511a20885d5c1571def6e739d9cfcac24,33a0952a4e36beedb62169fc89e4506c327e89dc2cd0c1e9e6d0df30feaba9d6,208
TX000209,2025-12-29 19:11:37,DIST013,DIST025,45,Receive,33a0952a4e36beedb62169fc89e4506c327e89dc2cd0c1e9e6d0df30feaba9d6,c8566ea4b6bf911bd301a57a69c7c2db20aa19e6e646650fefb185a696a20638,209
TX000210,2025-12-13 20:26:37,DIST005,DIST004,23,Receive,c8566ea4b6bf911bd301a57a69c7c2db20aa19e6e646650fefb185a696a20638,5b39becc1c20a63965a459ce5f4d2ff16a1e355b1c70bccf57a5d7a6057b0037,210
TX000211,2026-02-03 18:56:37,COMP002,DIST002,38,Dispatch,5b39becc1c20a63965a459ce5f4d2ff16a1e355b1c70bccf57a5d7a6057b0037,99666c3143c6b481006b2c1d100f71d138480c37a05a7f158e26ce58da6e27ab,211
TX000212,2025-11-18 12:56:37,COMP002,DIST024,52,Dispatch,99666c3143c6b481006b2c1d100f71d138480c37a05a7f158e26ce58da6e27ab,1a165c69713145fc85a6d911532dba18e90e162f56f3b06f64b43ccbd69f3fc8,212
TX000213,2026-03-21 20:56:37,COMP003,DIST008,9,Dispatch,1a165c69713145fc85a6d911532dba18e90e162f56f3b06f64b43ccbd69f3fc8,df59fe69f406d296f80c3a594856a74eeeddad0af0d0257103e6bc88a12aa83e,213
TX000214,2026-01-14 16:41:37,DIST010,DIST002,19,Receive,df59fe69f406d296f80c3a594856a74eeeddad0af0d0257103e6bc88a12aa83e,64ffec40c95552c8ee99d2bd491d296cd11c95644452b0d058f62df25b202fd5,214
TX000215,2025-10-18 20:56:37,COMP002,DIST016,5,Dispatch,64ffec40c95552c8ee99d2bd491d296cd11c95644452b0d058f62df25b202fd5,38733ef995effe5e45ee0be2a758d7dbc790a2ea2e986bbf51cf7e42f7a4b29c,215
TX000216,2025-11-29 16:41:37,COMP003,DIST007,29,Dispatch,38733ef995effe5e45ee0be2a758d7dbc790a2ea2e986bbf51cf7e42f7a4b29c,195441d0bf9bb9b2cdc5d65fd8e2781d3dc9716a4555f8c1bfc5c4e53ee1c3ed,216
TX000217,2025-11-14 17:41:37,DIST012,CUST00400,34,Delivery,195441d0bf9bb9b2cdc5d65fd8e2781d3dc9716a4555f8c1bfc5c4e53ee1c3ed,0f04766a1f086090ce7b97af1b23a691a0e25d42b0857d7bc0a71b9ea1e02dd1,217
TX000218,2025-11-17 13:56:37,DIST011,CUST00358,4,Delivery,0f04766a1f086090ce7b97af1b23a691a0e25d42b0857d7bc0a71b9ea1e02dd1,a2e62472e4f1e658337d3f1927788e7e6ed02f7305116defd1d828892a902a5c,218
TX000219,2025-10-27 14:26:37,DIST014,DIST023,6,Receive,a2e62472e4f1e658337d3f1927788e7e6ed02f7305116defd1d828892a902a5c,3e9dfb7111cd17a5bdee63f3ba977fa72525b977c6f4c1c7e66c613128ded05a,219
TX000220,2026-02-04 17:41:37,COMP001,DIST017,8,Dispatch,3e9dfb7111cd17a5bdee63f3ba977fa72525b977c6f4c1c7e66c613128ded05a,aa9bd1f3e835aa13b64c5ee53fe168a22b0717177cbb2696d2741ec4aadc1741,220
TX000221,2026-02-03 14:11:37,DIST005,DIST002,8,Receive,aa9bd1f3e835aa13b64c5ee53fe168a22b0717177cbb2696d2741ec4aadc1741,d6f403403405c0d358f4f34bc63efe9eadd3cbd7a41fc8b18c25056bb9fb5a79,221
TX000222,2026-01-23 12:11:37,COMP001,DIST009,20,Dispatch,d6f403403405c0d358f4f34bc63efe9eadd3cbd7a41fc8b18c25056bb9fb5a79,4bb32c0a07bfe33226ce93cafc5a9d84915dd0922e1b6589e3cc19bc576663a6,222
TX000223,2026-01-23 12:11:37,DIST003,CUST00031,32,Delivery,4bb32c0a07bfe33226ce93cafc5a9d84915dd0922e1b6589e3cc19bc576663a6,18d53dc2e3c39f24d219df8db7a1ca9728e4f6ad93d041cd3e8894cae48aa839,223
TX000224,2025-12-12 21:41:37,COMP002,DIST013,14,Dispatch,18d53dc2e3c39f24d219df8db7a1ca9728e4f6ad93d041cd3e8894cae48aa839,00f72352177551a72358028d70524ff848b2b7b2364726fba483317f86d01320,224
TX000225,2025-11-19 21:26:37,DIST022,DIST014,3,Receive,00f72352177551a72358028d70524ff848b2b7b2364726fba483317f86d01320,261faec77cd52198d61b55263aa8934c166a13f9ad6f9bcf76894092e3216477,225
TX000226,2025-10-31 16:26:37,DIST012,DIST001,52,Receive,261faec77cd52198d61b55263aa8934c166a13f9ad6f9bcf76894092e3216477,0bc0da68d32ccdf6741d77863731e9ff0e20f69ccf9125ef33e448972152c8ac,226
